,name,ad,item,text,who,page
222,Senator Barry O'Sullivan,Addition,Membership,Donor - Beautiful Gate Orphanage Lesotho,Self,10
223,Senator Barry O'Sullivan,Addition,Membership,Donor - Tiambang Family Philippines,Self,10
224,Senator Barry O'Sullivan,Addition,Membership,Donor - Quot Family Kenya,Self,10
225,Senator Barry O'Sullivan,Addition,Membership,Trustee - Enid Dowling Foundation Trust,Self,10
226,Senator Barry O'Sullivan,Deletion,Shareholding,Under Com No 1 Super Pty Ltd - Remove Annual No 4 (Courts) Pty Ltd,Self,11
227,Senator Barry O'Sullivan,Addition,Shareholding,Under Newlands Group Holdings Pty Ltd - Add Waltons Stores Pty Ltd,Self,11
228,Senator Barry O'Sullivan,Deletion,Real estate,"Under Jilbridge Pty Ltd - Silver Ridge, Qld residential land (3 titles) (was 4)",Self,11
229,Senator Barry O'Sullivan,Deletion,Real estate,Remove O'Sullivans & Sons Pty Ltd,Self,11
230,Senator Barry O'Sullivan,Deletion,Shareholding,Under O'Sullivan & Sons Pty Ltd - Remove its subsidiary 'Newlands Civil Construction Pty Ltd' 16 June 2017,Self,13
231,Senator Barry O'Sullivan,Addition,Shareholding,"Under Com No 1 Super Pty Ltd, add:
Myola Growth Pty LtD
Annual No 9 Pty Ltd
Highfields Road Pty Ltd",Self,15
232,Senator Barry O'Sullivan,Addition,Shareholding,"Under Com No 1 Super Pty Ltd, add: Myola Growth Pty Ltd
Annual No 9 Pty Ltd
Highfields Road Pty Ltd",Self,15
233,Senator Barry O'Sullivan,Addition,Liability,Under Bridgestock Investments Pty Ltd add: Suncorp,Self,17
234,Senator Barry O'Sullivan,Deletion,Liability,"Under Bridgestock Investments Pty Ltd, delete: Commonwealth Bank

Under O'Sullivan & Sons Pty Ltd delete: Capital Finance, Esanda and National Australia Bank ",Self,17
235,Senator Barry O'Sullivan,Addition,Real estate,"Under Self, change:
East Toowoomba, Qld (residence) to East Toowoomba, QLD (residence and residential land)

Under Bridgestock Investments Pty Ltd, add:
Groomsville, QLD (rural property)",Self,16
236,Senator Barry O'Sullivan,Deletion,Real estate,"Under Jillbridge Pty Ltd, change:
Silver Ridge, QLD - 2 titles (was 3)",Self,16
237,Senator Barry O'Sullivan,Addition,Savings/other accounts,Under Com 1 Super Pty Ltd add: Westpac,Self,18
238,Senator Barry O'Sullivan,Deletion,Savings/other accounts,"Under Com 1 Super Pty Ltd, delete: National Australia Bank

Delete Kingaroy Commercial Property Pty Ltd",Self,18
239,Senator Barry O'Sullivan,Addition,Savings/other accounts,"Under Com No 1 Super Pty Ltd, add: Westpac",Self,18
240,Senator Barry O'Sullivan,Deletion,Savings/other accounts,"Under Com No 1 Super Pty Ltd, delete: National Australia Bank",Self,18
241,Senator Barry O'Sullivan,Deletion,Savings/other accounts,Delete Kingaroy Commercial Property Pty Ltd,Self,18
242,Senator Barry O'Sullivan,Addition,Real estate,"change: East Toowoomba, QLD (residence) to East Toowoomba, QLD (residence and residential land)",Self,16
243,Senator Barry O'Sullivan,Addition,Not listed,"under Bridgestock Investments Pty Ltd, add: Groomsville, QLD (rural property)",Self,16
244,Senator Barry O'Sullivan,Deletion,Real estate,"Under Jilbridge Pty Ltd, change:
Silver Ridge, QLD - 2 titles (was 3)",Self,16
245,Senator Barry O'Sullivan,Addition,Liability,"Under Bridgestock Investments Pty Ltd, add: Suncorp",Self,17
246,Senator Barry O'Sullivan,Deletion,Liability,"Under Bridgestock Investments Pty Ltd, delete: Commonwealth Bank",Self,17
247,Senator Barry O'Sullivan,Deletion,Liability,"Under O'Sullivan & Sons Pty Ltd, delete: Capital Finance, Esanda and National Australia Bank",Self,17
248,Senator Barry O'Sullivan,Addition,Savings/other accounts,"Under Com No 1 Super Pty Ltd, add: Westpac",Self,18
249,Senator Barry O'Sullivan,Deletion,Savings/other accounts,"Under Com No 1 Super Pty Ltd, delete: National Australia Bank",Self,18
250,Senator Barry O'Sullivan,Deletion,Savings/other accounts,Delete Kingaroy Commercial Property Pty Ltd,Self,18
251,Senator Barry O'Sullivan,Addition,Other conflict,Asia Pacific Claims Management Pty Ltd,Self,14
252,Senator Barry O'Sullivan,Addition,Other conflict,Asia Pacific Claims Management Pty Ltd,Self,14
253,"Hon Mark Dreyfus QC, MP",Addition,Trust beneficiary,"Kerley Dale Pty Ltd, Superannuation Fund, Beneficiary",Self,2
254,"Hon Mark Dreyfus QC, MP",Addition,Trust beneficiary,"Kerley Dale Pty Ltd, Superannuation Fund, Beneficiary",Spouse,2
256,"Hon Mark Dreyfus QC, MP",Addition,Real estate,"Malvern, residence",Self,3
257,"Hon Mark Dreyfus QC, MP",Addition,Real estate,"South Yarra, investment through superannuation fund",Self,3
258,"Hon Mark Dreyfus QC, MP",Addition,Real estate,"Malvern, residence",Spouse,3
259,"Hon Mark Dreyfus QC, MP",Addition,Real estate,"Camerwell, investment",Spouse,3
260,"Hon Mark Dreyfus QC, MP",Addition,Real estate,"Arey's Inlet, investment",Spouse,3
261,"Hon Mark Dreyfus QC, MP",Addition,Directorship,"Kerley Dale pty ltd, trustee of self managed superannuation fund. ",Self,3
262,"Hon Mark Dreyfus QC, MP",Addition,Directorship,"Kerley Dale pty ltd, trustee of self managed superannuation fund. ",Spouse,3
263,"Hon Mark Dreyfus QC, MP",Addition,Directorship,"Fairbank Tower, Pty, Ltd, Dormant (former trustee)",Self,3
264,"Hon Mark Dreyfus QC, MP",Addition,Directorship,"Fairbank Tower, Pty, Ltd, Dormant (former trustee)",Spouse,3
265,"Hon Mark Dreyfus QC, MP",Addition,Directorship,"Unimet Pty Ltd, Metals trading",Spouse,3
266,"Hon Mark Dreyfus QC, MP",Addition,Liability,"Mortgage Loan, Commonwealth Bank",Self,4
267,"Hon Mark Dreyfus QC, MP",Addition,Liability,"Mortgage Loan, Commonwealth Bank",Spouse,4
268,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,See attached,Self,4
269,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,See attached,Spouse,4
270,"Hon Mark Dreyfus QC, MP",Addition,Savings/other accounts,"Savings account, commonwealth bank",Self,4
271,"Hon Mark Dreyfus QC, MP",Addition,Savings/other accounts,"Cash management account, Westpac",Self,4
272,"Hon Mark Dreyfus QC, MP",Addition,Savings/other accounts," Savings account, commonwealth bank",Spouse,4
274,"Hon Mark Dreyfus QC, MP",Addition,Trust beneficiary,"Kenley Dale Pty Ltd, superannuation fund, beneficiary",Self,2
275,"Hon Mark Dreyfus QC, MP",Addition,Trust beneficiary,"Kenley Dale Pty Ltd, superannuation fund, beneficiary",Spouse,2
276,"Hon Mark Dreyfus QC, MP",Addition,Real estate,"Malvern, residence",Self,3
277,"Hon Mark Dreyfus QC, MP",Addition,Real estate,"South Yarra, investment through superannuation fund",Self,3
278,"Hon Mark Dreyfus QC, MP",Addition,Real estate,"Malvern, residence",Spouse,3
279,"Hon Mark Dreyfus QC, MP",Addition,Real estate,"Camberwell, investment",Spouse,3
280,"Hon Mark Dreyfus QC, MP",Addition,Real estate,"Airey's Inlet, investment",Spouse,3
281,"Hon Mark Dreyfus QC, MP",Addition,Directorship,"Kenley Dale Pty Ltd, trustee of self-managed superannuation fund",Self,3
282,"Hon Mark Dreyfus QC, MP",Addition,Directorship,"Fairbank Tower Pty Ltd, dormant (former trustee)",Self,3
283,"Hon Mark Dreyfus QC, MP",Addition,Directorship,"Kenley Dale Pty Ltd, trustee of self-managed superannuation fund",Spouse,3
284,"Hon Mark Dreyfus QC, MP",Addition,Directorship,"Fairbank Tower Pty Ltd, domant (former trustee)",Spouse,3
285,"Hon Mark Dreyfus QC, MP",Addition,Directorship,"Unimet Pty Ltd, metals trading",Spouse,3
286,"Hon Mark Dreyfus QC, MP",Addition,Liability,"Mortgage loan, Commonwealth Bank",Self,4
287,"Hon Mark Dreyfus QC, MP",Addition,Liability,"Mortgage loan, Commonwealth Bank",Spouse,4
288,"Hon Mark Dreyfus QC, MP",Addition,Savings/other accounts,"Savings account, Commonwealth Bank",Self,4
289,"Hon Mark Dreyfus QC, MP",Addition,Savings/other accounts,"Cast management account, Westpac",Self,4
290,"Hon Mark Dreyfus QC, MP",Addition,Savings/other accounts,"Savings account, Commonwealth Bank",Spouse,4
291,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
Grant Samuel Tribeca Alpha Plus Fund",Self,5
292,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
Fidelity Australian Equities Fund",Self,5
293,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
Greencape Wholesale Broadcap Fund",Self,5
294,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
Perpetual Wholesale Concentrated Equity Fund",Self,5
295,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
Pengana Emerging Companies Fund",Self,5
296,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
SGH ICE",Self,5
297,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
Balmain AQUA High Income Trust",Self,5
298,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
APN AREIT Fund",Self,5
299,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
Cromwell Phoenix Property Securities Fund",Self,5
300,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
RARE Infrastructure Value Fund - unhedged",Self,5
301,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
Paradice Global Small Mid Cap Fund",Self,5
302,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
Templeton Global Equity Fund",Self,5
303,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
Grant Samuel Epoch Global Equity Shareholder Yield (Unhedged) Fund",Self,5
304,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
Walter Scott Global Equity Fund",Self,5
305,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
Magellan Global Fund",Self,5
306,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreyfus superannuation fund:
Platinum International Fund",Self,5
307,"Hon Mark Dreyfus QC, MP",Addition,Gift,"Prize won at raffle on 11 May 2017, Private screening package at Roadshow Theatrette Pyrmont, valued at $2800, Donated to Human Rights Law Centre on 22 May 2017",Self,9
309,"Hon Mark Dreyfus QC, MP",Addition,Not listed,"Two tickets to the Australian Open Twighlight Women's Final match at Rod Laver Arena Melbourne, on Saturday 27 January 2018, as a guest of Optus",Self,10
310,"Hon Mark Dreyfus QC, MP",Addition,Other asset,Self managed superannuation fund,Self,6
311,"Hon Mark Dreyfus QC, MP",Addition,Other income,Income from investments set out above,Self,6
312,"Hon Mark Dreyfus QC, MP",Addition,Other income,Income from employment in the public service of Victoria,Spouse,6
313,"Hon Mark Dreyfus QC, MP",Addition,Other income,Income from investments set out above,Spouse,6
314,"Hon Mark Dreyfus QC, MP",Deletion,Bonds/debenture,The Dreyfus Superannuation Fund no longer holds units in the Balmain AQUA High Income Trust.,Self,8
315,"Hon Mark Dreyfus QC, MP",Deletion,Bonds/debenture,The Dreyfus Superannuation Fund no longer holds units in the Balmain AQUA High Income Trust.,Spouse,8
316,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
Grant Samuel Tribeca Alpha Plus Fund",Self,5
317,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
Fidelity Australia Equities Fund",Self,5
318,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
Greencape Wholesale Concentrated Equity Fund",Self,5
319,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
Pengana Emerging Companies Fund",Self,5
320,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
SGH ICE",Self,5
321,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
Balmain AQUA High Income Test",Self,5
322,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
APN AREIT Fund",Self,5
323,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
Cromwell Phoenix Property Securities Fund",Self,5
324,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
RARE Intrastructure Value Fund - Unhedged",Self,5
325,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
Paradice Global Small Mid Cap Fund",Self,5
326,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
Templeton Global Equity Fund",Self,5
327,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
Grant Samuel Epoch Global Equity Shareholder Yield (Unhedged) Fund",Self,5
328,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
Walter Scott Global Equity Fund ",Self,5
329,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
Magellan Global Fund ",Self,5
330,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
Platinum International Fund",Self,5
331,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund: Grant Samuel Tribeca Alpha Plus Fund,Spouse,5
332,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund: Fidelity Australia Equities Fund,Spouse,5
333,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund: Greencape Wholesale Concentrated Equity Fund,Spouse,5
334,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund: Pengana Emerging Companies Fund,Spouse,5
335,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund: SGH ICE,Spouse,5
336,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund: Balmain AQUA High Income Test,Spouse,5
337,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund: APN AREIT Fund,Spouse,5
338,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund: Cromwell Phoenix Property Securities Fund,Spouse,5
339,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund: RARE Intrastructure Value Fund - Unhedged,Spouse,5
340,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:  Paradice Global Small Mid Cap Fund,Spouse,5
341,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:  Templeton Global Equity Fund,Spouse,5
342,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund: Grant Samuel Epoch Global Equity Shareholder Yield (Unhedged) Fund,Spouse,5
343,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund: Walter Scott Global Equity Fund,Spouse,5
344,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund: Magellan Global Fund,Spouse,5
345,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund: Platinum International Fund,Spouse,5
346,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,"Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund:
Perpetual Wholesale Concentrated Equity Fund",Self,5
347,"Hon Mark Dreyfus QC, MP",Addition,Bonds/debenture,Held by Kenley Dale Pty Ltd for the Dreypus Superannuation Fund: Perpetual Wholesale Concentrated Equity Fund,Spouse,5
349,"Hon Mark Dreyfus QC, MP",Addition,Travel or hospitality,"Two tickets to the Australian Open Twilight Women's Final match at Rod Laver Arena, Melbourne on Saturday 27 January 2018, as guest of Optus.",Self,10
350,"Hon Mark Dreyfus QC, MP",Deletion,Trust beneficiary,The Dreyfus Superannuation Fund no longer holds units in the Balmain AQUA High Income Trust.,Self,8
351,"Hon Mark Dreyfus QC, MP",Addition,Gift,Prize won at raffle on 11 May 2017 - Private screening package at Roadshow Films Theatrette Pyrmont valued at $2000. Donated to Human Rights Law Centre on 22 May 2017,Self,9
352,"Hon Mark Dreyfus QC, MP",Addition,Other asset,Self managed superannuation fund,Self,6
353,"Hon Mark Dreyfus QC, MP",Addition,Other asset,Self managed superannuation fund,Spouse,6
354,"Hon Mark Dreyfus QC, MP",Addition,Other income,Income from investments set out above,Self,6
355,"Hon Mark Dreyfus QC, MP",Addition,Other income,Income from employment in the public service of Victoria,Spouse,6
356,"Hon Mark Dreyfus QC, MP",Addition,Other income,"Income from investments set out above
",Spouse,6
357,"Hon Mark Dreyfus QC, MP",Addition,Other asset,Purchase by Dreyfus Superannuation Fund of units in Allan Gray Australia Equity Fund.,Self,11
